ID,Language,Lemma,Lemma_en,POS,Definition,Definition_en,Example,Example_en,HurtLex_category,HurtLex_category_full,Definition_ID
AR736,Arabic,جرو,punk,noun,"إهانة لشاب أو تابع، للتقليل من شأنه واعتباره قليل الخبرة",Insulting a young man or subordinate to belittle him and consider him inexperienced.,ما زلت جرواً صغيراً لتتحداني.,You are still a small puppy to challenge me.,an,animals,113
AR1089,Arabic,جريمة,atrocity,noun,وصف لفعل أو شيء بأنه سيء أو قبيح إلى أقصى درجة,A description of an action or thing as extremely bad or ugly.,تسريحة شعرك هذه جريمة في حق الموضة.,This hairstyle is a crime against fashion.,cds,derogatory_words,114
AR233,Arabic,جشع,greed,noun,الرغبة المفرطة في الحصول على المزيد على حساب الآخرين,An excessive desire to gain more at the expense of others.,جشعه جعله يخسر كل أصدقائه.,His greed made him lose all his friends.,svp,words_related_to_the_seven_deadly_sins_of_the_Christian_tradition,115
AR453,Arabic,جلف,boor,adj,"شخص فظ، غليظ الطبع، وعديم الذوق","A rude person, harsh-tempered, and lacking in manners.",كان رده جلفاً وغير لائق.,His response was rude and inappropriate.,an,animals,116
AR1401,Arabic,جنون,insanity,noun,وصف لفكرة أو تصرف بأنه غير عقلاني تماماً,Describing an idea or action as completely irrational.,ما تقترحه هو الجنون بعينه.,What you are suggesting is pure madness.,svp,words_related_to_the_seven_deadly_sins_of_the_Christian_tradition,117
AR1700,Arabic,جهالة,ignorance,noun,حالة الجهل والحمق وغياب الحكمة,"A state of ignorance, foolishness, and absence of wisdom.",تصرفاته تنم عن جهالة مطبقة.,His actions reflect utter ignorance.,ddp,cognitive_disabilities_and_diversity,118
AR1701,Arabic,جهل,ignorance,noun,"انعدام المعرفة، ويستخدم للتحقير","Lack of knowledge, and it is used for disparagement.","أنت تتحدث عن جهل، فاصمت.","You are speaking out of ignorance, so be silent.",ddp,cognitive_disabilities_and_diversity,119
AR678,Arabic,جيفة,scumbag,noun,شتيمة قاسية جداً لوصف شخص بأنه مقرف ومنحط أخلاقياً,A very harsh insult to describe someone as disgusting and morally depraved.,ابتعد عني أيها الجيفة النتنة.,"Stay away from me, you rotten carcass.",cds,derogatory_words,120
AR2413,Arabic,حانق,resentful,adj,شخص شديد الغضب والحقد,A person full of intense anger and hatred.,نظر إليّ نظرة شخص حانق.,He looked at me with a resentful gaze.,svp,words_related_to_the_seven_deadly_sins_of_the_Christian_tradition,121
AR2560,Arabic,حذلقة,showboating,noun,التظاهر بالمعرفة والمهارة بشكل مبالغ فيه ومزعج,Pretending to have knowledge and skills in an exaggerated and annoying manner.,توقف عن الحذلقة وتكلم ببساطة.,Stop showing off and speak simply.,cds,derogatory_words,122
AR1522,Arabic,حرامي,thief,noun,"الشخص الذي يسرق، لص",The person who steals is a thief.,"هذا التاجر حرامي، يغش في الميزان.",This merchant is a thief; he cheats on the scale.,re,felonies_and_words_related_to_crime_and_immoral_behavior,123
AR1792,Arabic,حسد,envy,noun,تمني زوال نعمة الغير,Wishing for the removal of another's blessing.,كل انتقاداته نابعة من الحسد لا أكثر.,All his criticisms stem from nothing but envy.,svp,words_related_to_the_seven_deadly_sins_of_the_Christian_tradition,124
AR6,Arabic,حقارة,baseness,noun,صفة الدناءة والخسة وانحطاط الشأن,"The attribute of baseness, meanness, and degradation of status.",لم أر في حياتي حقارة مثل هذه.,I have never seen such baseness in my life.,dmc,moral_and_behavioral_defects,125
AR451,Arabic,حقر,disdain,noun,استصغر شأن شخص وازدراه,He belittled and despised a person.,حقره لفقره ولباسه الرث.,His poverty and tattered clothing.,cds,derogatory_words,126
AR218,Arabic,حمار,donkey,noun,شتيمة شائعة جداً لوصف شخص بالغباء الشديد,A very common insult used to describe someone as extremely stupid.,"لا يفهم شيئاً، إنه حمار.",He understands nothing; he is a donkey.,om,words_related_to_homosexuality,127
AR50,Arabic,حماقة,foolishness,noun,قلة العقل والسخف في التصرف,Lack of wisdom and foolishness in behavior.,يا لها من حماقة أن تثق به.,What a foolishness it is to trust him.,ddp,cognitive_disabilities_and_diversity,128
AR1408,Arabic,حنق,rage,noun,الحقد والغيظ الشديد,Intense hatred and resentment,كان يتكلم بحنق واضح على نجاح زميله.,He was speaking with clear resentment about his colleague's success.,svp,words_related_to_the_seven_deadly_sins_of_the_Christian_tradition,129
AR156,Arabic,حيوان,brute,noun,"إهانة تصف شخصاً بأنه بلا عقل أو أخلاق، ويتصرف بغريزته فقط","An insult describing a person as mindless and immoral, acting solely on instinct.",كيف تفعل هذا؟ أنت حيوان!,How do you do this? You are an animal!,ddp,cognitive_disabilities_and_diversity,130
AR1765,Arabic,حَشَرة,bug,noun,إهانة قوية لوصف شخص بأنه تافه ومثير للازدراء,A strong insult to describe someone as trivial and contemptible.,"أنت مجرد حشرة، لا قيمة لك.","You are just an insect, worthless.",an,animals,131
AR2776,Arabic,خائن,traitor,noun,من يخون الأمانة أو العهد أو الوطن,"Whoever betrays trust, covenant, or homeland",وصفوه بالخائن لبيعه أسرار الشركة.,They described him as a traitor for selling the company's secrets.,dmc,moral_and_behavioral_defects,132
AR1044,Arabic,خادع,deceiver,verb,"شخص ماكر، يظهر عكس ما يبطن لخداع الآخرين",A cunning person who shows the opposite of what he conceals to deceive others.,"ابتسامته خادعة، لا تثق به.",His smile is deceptive; do not trust him.,dmc,moral_and_behavioral_defects,133
AR1071,Arabic,خارج عن القانون,outlaw,noun,وصف لشخص لا يحترم القوانين والأعراف,A description of a person who does not respect laws and customs.,يعيش حياة خارج عن القانون ولا يهتم بأحد.,He lives a life outside the law and doesn't care about anyone.,cds,derogatory_words,134
AR2514,Arabic,خاضع,subservient,noun,إهانة لشخص توصفه بالضعف والذل والاستسلام للآخرين,"An insult to a person described as weak, humiliated, and submissive to others.",إنه خاضع لمديره بشكل مهين.,He is humiliatingly submissive to his manager.,cds,derogatory_words,135
AR2527,Arabic,خاطئ,offender,adj,مرتكب للخطأ أو الإثم,Perpetrator of error or sin,أنت خاطئ ويجب أن تعترف بذنبك.,You are wrong and must admit your guilt.,dmc,moral_and_behavioral_defects,136
AR348,Arabic,خبث,malice,noun,صفة المكر والفساد الداخلي والرغبة في إيذاء الآخرين,"The trait of deceit, internal corruption, and the desire to harm others.",أرى الخبث في عينيه.,I see malice in his eyes.,pr,words_related_to_prostitution,137
AR478,Arabic,خبيث,malicious,noun,"شخص سيء الطبع، ماكر، وينوي الشر","A bad-tempered, cunning person who intends harm.",إنه رجل خبيث لا يؤتمن على سر.,He is a malicious man who cannot be trusted with a secret.,dmc,moral_and_behavioral_defects,138
AR1042,Arabic,خداع,deception,noun,إظهار عكس الحقيقة بهدف التضليل والغش,Showing the opposite of the truth with the aim of deception and fraud.,حياته كلها كانت مبنية على الخداع.,His entire life was built on deception.,dmc,moral_and_behavioral_defects,139
AR96,Arabic,خدعة,trick,noun,حيلة ماكرة لتضليل شخص ما,A cunning trick to deceive someone.,لقد كانت مجرد خدعة ليأخذوا أموالك.,It was just a trick to take your money.,an,animals,140
AR1045,Arabic,خديعة,deception,noun,فعل الغش والمكر والخيانة,"The act of cheating, deceit, and betrayal.",وقعنا ضحية خديعة كبرى.,We fell victim to a major deception.,dmc,moral_and_behavioral_defects,141
AR325,Arabic,خذل,desert,verb,التخلي عن نصرة شخص في وقت حاجته إليك,Abandoning to support a person in their time of need.,لقد خذل أصدقاءه عندما كانوا في أمس الحاجة إليه.,He let his friends down when they were in dire need of him.,cds,derogatory_words,142
AR2315,Arabic,خرب,wretch,verb,وصف للشخص الفاسد أخلاقياً أو الذي لا أمل في إصلاحه,A description of a morally corrupt person or one beyond hope of reform.,"هذا الرجل خرب، لا تتعامل معه.","This man is crazy, do not deal with him.",qas,with_potential_negative_connotations,143
AR111,Arabic,خروج,rebellion,noun,التمرد على الجماعة أو الدين أو التقاليد,"Rebellion against the group, religion, or traditions.",اعتبروا أفكاره خروجاً على مبادئهم.,They considered his ideas a departure from their principles.,asm,male_genitalia,144
AR2093,Arabic,خروف,sheep,noun,إهانة للشخص الذي يتبع الآخرين دون تفكير أو إرادة,An insult to the person who follows others without thought or will.,"لا تكن خروفاً في القطيع، فكر بنفسك.",Don't be a sheep in the flock; think for yourself.,an,animals,145
AR2481,Arabic,خزعبلات,nonsense,noun,"كلام فارغ وسخيف لا قيمة له، معتقدات باطلة","Nonsense and ridiculous, worthless, false beliefs.",توقف عن ترديد هذه الخزعبلات.,Stop repeating this nonsense.,pr,words_related_to_prostitution,146
AR309,Arabic,خسيس,villain,noun,شخص منحط ودنيء في أفعاله وطبعه,A depraved and despicable person in his actions and nature.,إنه رجل خسيس يغدر بأصدقائه.,He is a despicable man who betrays his friends.,an,animals,147
AR787,Arabic,خشونة,harshness,noun,الفظاظة وغلظة الطبع في التعامل مع الناس,Rudeness and harshness in dealing with people.,كانت معاملته تتسم بالخشونة والجفاء.,His treatment was characterized by harshness and aloofness.,an,animals,148
